Sa;Sz;Str;Spc;Sdr;Sq;Ssk;Sku;Sp;Sv;Sal;Std;Sdq;Spd;Sk;Spk;Svk;Smr1;Smr2;Sxp;Vvv;Vvc;Vmp;Vmc;A;Class;ClassNo.
4,630;102,503;0,210;145,837;0,09742;6,035;0,558;5,782;56,656;45,847;45,235;86,900;0,461;2537,855;14,255;7,776;5,397;11,796;91,118;12,783;0,608;7,230;0,389;5,016;5698488,305;adhesive;3
4,320;58,472;0,137;141,220;0,09046;5,563;0,335;3,785;33,425;25,047;38,774;87,700;0,442;2526,598;13,206;6,979;5,064;12,006;90,415;12,050;0,582;6,803;0,343;4,721;5698488,305;adhesive;3
3,488;67,947;0,152;126,366;0,06765;4,591;0,316;4,314;27,430;40,517;40,786;88,500;0,379;2819,975;10,107;6,256;4,774;13,248;89,879;10,389;0,506;5,540;0,306;3,690;5698488,305;adhesive;3
8,041;88,157;0,421;169,312;0,1171;10,372;0,902;3,515;55,040;33,117;140,694;87,800;0,505;2591,676;19,632;18,905;6,020;20,124;92,988;27,051;0,706;16,261;0,584;8,308;5698488,305;adhesive;3
5,964;87,231;0,289;157,673;0,1128;8,289;1,285;6,157;49,877;37,354;130,863;89,600;0,498;2524,663;15,894;16,599;5,487;14,369;90,711;23,341;0,661;9,799;0,865;5,963;5698488,305;adhesive;3
7,818;143,859;0,431;166,693;0,1314;11,734;2,762;17,018;112,967;30,892;177,566;89,800;0,539;2596,601;20,170;21,755;5,999;15,476;93,044;29,440;0,716;11,597;1,325;7,421;5698488,305;adhesive;3
5,334;144,590;0,257;145,357;0,1048;8,862;4,475;40,863;116,907;27,683;91,483;128,000;0,479;2562,479;14,153;15,792;5,329;13,475;90,753;15,770;0,614;7,808;0,900;5,149;5698488,305;adhesive;3
4,640;92,135;0,213;144,484;0,09915;6,218;0,872;7,485;66,606;25,529;44,871;90,000;0,464;2502,326;13,651;8,811;5,711;12,402;89,888;13,385;0,637;7,205;0,447;4,961;5698488,305;adhesive;3
4,349;64,002;0,202;139,669;0,08957;5,638;0,499;4,385;38,303;25,699;40,141;88,100;0,441;2533,809;13,331;7,488;4,881;11,843;90,736;12,323;0,566;6,847;0,371;4,745;5698488,305;adhesive;3
3,798;62,975;0,171;131,099;0,07571;4,889;0,387;4,123;36,478;26,497;38,353;87,400;0,403;2733,615;11,747;6,048;4,300;11,919;90,979;10,523;0,489;6,013;0,299;4,190;5698488,305;adhesive;3
3,983;67,890;0,157;136,826;0,08070;5,109;0,167;3,660;35,836;32,054;39,391;90,000;0,415;2725,876;12,341;6,054;4,866;11,071;89,884;10,671;0,557;6,157;0,298;4,416;5698488,305;adhesive;3
7,737;72,218;0,621;161,810;0,1100;9,938;0,823;3,478;43,568;28,651;173,602;87,600;0,487;2504,436;20,905;16,256;5,210;17,889;92,794;25,665;0,717;14,691;0,616;8,203;5698488,305;adhesive;3
5,868;77,012;0,351;158,781;0,1156;7,869;1,068;5,199;47,173;29,839;131,875;87,600;0,504;2501,974;16,581;14,322;5,129;13,928;91,977;21,288;0,627;9,732;0,721;6,045;5698488,305;adhesive;3
4,436;77,282;0,172;146,114;0,1019;5,763;0,362;4,239;40,957;36,325;37,391;88,200;0,472;2521,321;13,524;7,566;5,381;11,850;90,605;12,683;0,598;6,953;0,375;4,825;5698488,305;adhesive;3
4,612;100,298;0,157;141,928;0,09478;5,981;0,542;6,027;78,029;22,269;42,063;90,000;0,453;2506,723;14,005;7,257;5,289;11,855;89,436;12,429;0,630;7,176;0,361;5,111;5698488,305;adhesive;3
6,452;121,354;0,268;152,993;0,1112;10,041;2,566;14,289;90,180;31,173;182,666;88,000;0,495;2626,677;16,015;22,444;6,137;13,993;90,878;30,869;0,698;9,431;1,301;5,890;5698488,305;adhesive;3
4,307;87,286;0,406;134,686;0,08324;5,759;0,850;8,616;59,048;28,238;59,781;87,800;0,424;2687,533;13,225;8,000;5,456;10,656;90,419;11,734;0,597;6,457;0,403;4,648;5698488,305;adhesive;3
3,749;101,215;0,301;129,029;0,07427;5,218;1,755;18,934;74,889;26,327;52,723;88,000;0,399;2746,631;11,083;7,589;4,649;11,688;89,866;10,594;0,518;5,671;0,390;3,986;5698488,305;adhesive;3
3,714;58,485;0,128;128,154;0,07352;4,875;0,316;4,552;34,049;24,436;39,999;87,900;0,396;2727,635;11,089;6,254;5,072;11,493;89,091;10,156;0,557;5,629;0,314;4,024;5698488,305;adhesive;3
5,561;83,099;0,240;158,929;0,1119;7,424;0,987;5,246;48,213;34,886;60,458;87,700;0,494;2532,578;16,024;12,451;5,289;13,833;92,005;19,458;0,618;9,080;0,638;5,793;5698488,305;adhesive;3
