Sa;Sz;Str;Spc;Sdr;Sq;Ssk;Sku;Sp;Sv;Sal;Std;Sdq;Spd;Sk;Spk;Svk;Smr1;Smr2;Sxp;Vvv;Vvc;Vmp;Vmc;A;Class;ClassNo.
3,644;65,929;0,985;171,565;0,08773;4,771;-0,210;4,849;33,272;32,657;59,953;52,300;0,428;3628,170;11,052;5,157;5,834;10,791;89,303;9,295;0,591;5,439;0,256;3,968;5698488,305;erosive;2
2,812;71,613;0,871;162,020;0,07531;3,603;0,164;3,923;54,283;17,330;49,037;104,000;0,396;3759,381;8,761;4,097;3,516;10,991;90,055;7,426;0,396;4,336;0,203;3,120;5698488,305;erosive;2
2,832;73,490;0,958;169,812;0,08235;3,646;0,027;3,850;54,030;19,461;49,800;92,000;0,415;3803,000;8,728;3,993;3,964;10,694;89,368;7,277;0,431;4,270;0,199;3,124;5698488,305;erosive;2
2,749;48,434;0,972;167,600;0,07943;3,521;0,069;3,720;29,127;19,306;49,151;54,300;0,407;3834,132;8,583;3,832;3,626;10,648;89,834;7,071;0,404;4,179;0,191;3,041;5698488,305;erosive;2
2,941;45,397;0,886;165,822;0,07804;3,758;-0,008;3,593;19,768;25,629;51,416;145,400;0,403;3813,378;9,202;4,008;3,886;10,724;89,890;7,600;0,429;4,507;0,198;3,275;5698488,305;erosive;2
3,144;49,715;0,917;167,811;0,07978;4,006;-0,030;3,501;22,857;26,858;57,617;147,500;0,408;3798,076;9,857;4,073;4,192;10,257;89,356;7,846;0,473;4,737;0,203;3,509;5698488,305;erosive;2
3,132;41,844;0,929;166,841;0,07989;3,969;0,028;3,436;23,562;18,282;56,274;138,200;0,408;3788,930;10,051;4,080;3,938;9,529;90,059;7,728;0,450;4,686;0,205;3,519;5698488,305;erosive;2
3,304;42,069;0,966;162,842;0,07669;4,174;-0,001;3,283;20,218;21,851;61,536;90,000;0,399;3711,540;10,611;4,178;4,155;9,857;90,209;8,240;0,474;5,002;0,209;3,704;5698488,305;erosive;2
3,272;44,079;0,936;158,503;0,07441;4,169;0,070;3,394;25,152;18,927;59,273;78,000;0,393;3698,700;10,205;4,497;4,219;11,077;90,052;8,483;0,469;5,055;0,221;3,634;5698488,305;erosive;2
3,604;45,345;0,949;167,840;0,08338;4,602;-0,015;3,402;20,070;25,275;57,894;74,500;0,417;3592,465;11,190;4,899;4,834;10,651;89,333;9,270;0,540;5,473;0,243;4,008;5698488,305;erosive;2
